Epoch, Bad Facts (%)
1,100.0
2,99.82486865148861
3,98.24868651488616
4,96.6725043782837
5,95.27145359019265
6,94.22066549912435
7,92.99474605954467
8,92.46935201401051
9,91.41856392294221
10,91.24343257443083
11,90.89316987740806
12,90.71803852889667
13,90.36777583187391
14,89.84238178633976
15,89.31698774080562
16,88.96672504378283
17,88.44133099824869
18,87.56567425569177
19,86.86514886164623
20,86.33975481611208
21,85.81436077057793
22,85.46409807355516
23,84.93870402802102
24,84.76357267950964
25,84.0630472854641
26,83.18739054290718
27,82.83712784588442
28,83.18739054290718
29,82.66199649737302
30,82.66199649737302
31,82.31173380035027
32,81.78633975481611
33,81.61120840630473
34,81.43607705779334
35,81.26094570928196
36,80.56042031523643
37,80.56042031523643
38,80.03502626970229
39,80.03502626970229
40,79.6847635726795
41,79.50963222416813
42,79.50963222416813
43,79.50963222416813
44,79.33450087565674
45,79.33450087565674
46,79.33450087565674
47,79.15936952714536
48,79.15936952714536
49,79.15936952714536
50,78.98423817863399
51,78.80910683012259
52,78.80910683012259
53,78.45884413309983
54,78.6339754816112
55,78.6339754816112
56,78.6339754816112
57,78.45884413309983
58,78.45884413309983
59,78.45884413309983
60,78.6339754816112
61,78.45884413309983
62,78.6339754816112
63,78.45884413309983
64,78.6339754816112
65,78.6339754816112
66,78.45884413309983
67,78.6339754816112
68,78.6339754816112
69,78.6339754816112
70,78.45884413309983
71,78.6339754816112
72,78.6339754816112
73,78.45884413309983
74,78.6339754816112
75,78.6339754816112
76,78.45884413309983
77,78.45884413309983
78,77.93345008756567
79,77.93345008756567
80,77.93345008756567
81,78.10858143607706
82,77.93345008756567
83,77.93345008756567
84,78.10858143607706
85,77.93345008756567
86,78.10858143607706
87,78.10858143607706
88,77.93345008756567
89,77.93345008756567
90,78.10858143607706
91,77.93345008756567
92,77.75831873905429
93,77.93345008756567
94,77.75831873905429
95,77.75831873905429
96,77.75831873905429
97,77.93345008756567
98,77.5831873905429
99,77.5831873905429
100,77.75831873905429
101,77.93345008756567
102,77.5831873905429
103,77.5831873905429
104,77.5831873905429
105,77.5831873905429
106,77.5831873905429
107,77.93345008756567
108,77.5831873905429
109,77.5831873905429
110,78.10858143607706
111,77.5831873905429
112,78.10858143607706
113,77.5831873905429
114,77.93345008756567
115,77.75831873905429
116,77.93345008756567
117,77.75831873905429
118,77.93345008756567
119,77.75831873905429
120,77.93345008756567
121,77.75831873905429
122,77.93345008756567
123,77.75831873905429
124,77.93345008756567
125,77.75831873905429
126,77.93345008756567
127,77.5831873905429
128,77.93345008756567
129,77.5831873905429
130,77.93345008756567
131,77.5831873905429
132,77.75831873905429
133,77.75831873905429
134,77.5831873905429
135,77.75831873905429
136,77.5831873905429
137,77.75831873905429
138,77.5831873905429
139,77.5831873905429
140,77.75831873905429
141,77.5831873905429
142,77.5831873905429
143,77.5831873905429
144,77.5831873905429
145,77.5831873905429
146,77.5831873905429
147,77.75831873905429
148,77.5831873905429
149,77.40805604203153
150,77.5831873905429
151,77.5831873905429
152,77.5831873905429
153,77.5831873905429
154,77.40805604203153
155,77.40805604203153
156,77.40805604203153
157,77.40805604203153
158,77.40805604203153
159,77.40805604203153
160,77.40805604203153
161,77.40805604203153
162,77.40805604203153
163,77.23292469352015
164,77.40805604203153
165,77.40805604203153
166,77.40805604203153
167,77.23292469352015
168,77.40805604203153
169,77.23292469352015
170,77.40805604203153
171,77.23292469352015
172,77.23292469352015
173,77.23292469352015
174,77.23292469352015
175,77.40805604203153
176,77.23292469352015
177,77.05779334500875
178,77.23292469352015
179,77.23292469352015
180,77.23292469352015
181,77.23292469352015
182,77.23292469352015
183,77.05779334500875
184,77.23292469352015
185,77.05779334500875
186,77.23292469352015
187,77.05779334500875
188,77.23292469352015
189,77.05779334500875
190,77.23292469352015
191,77.23292469352015
192,77.40805604203153
193,77.23292469352015
194,77.23292469352015
195,77.40805604203153
196,77.23292469352015
197,77.23292469352015
198,77.40805604203153
199,77.23292469352015
200,77.23292469352015
201,77.40805604203153
202,77.40805604203153
203,77.40805604203153
204,77.40805604203153
205,77.23292469352015
206,77.40805604203153
207,77.23292469352015
208,77.23292469352015
209,77.40805604203153
210,77.23292469352015
211,77.23292469352015
212,77.23292469352015
213,77.40805604203153
214,77.05779334500875
215,77.23292469352015
216,77.05779334500875
217,77.40805604203153
218,77.23292469352015
219,77.23292469352015
220,77.23292469352015
221,77.40805604203153
222,77.23292469352015
223,77.23292469352015
224,77.23292469352015
225,77.40805604203153
226,77.23292469352015
227,77.23292469352015
228,77.23292469352015
229,77.23292469352015
230,77.23292469352015
231,77.23292469352015
232,77.23292469352015
233,77.23292469352015
234,77.05779334500875
235,77.23292469352015
236,77.05779334500875
237,77.05779334500875
238,77.05779334500875
239,77.05779334500875
240,77.05779334500875
241,77.05779334500875
242,77.05779334500875
243,77.05779334500875
244,77.05779334500875
245,77.05779334500875
246,77.05779334500875
247,77.05779334500875
248,76.88266199649738
249,77.05779334500875
250,76.88266199649738
251,77.05779334500875
252,76.88266199649738
253,77.05779334500875
254,76.88266199649738
255,77.05779334500875
256,76.88266199649738
257,77.05779334500875
258,76.70753064798599
259,76.88266199649738
260,76.70753064798599
261,76.88266199649738
262,76.70753064798599
263,76.88266199649738
264,76.70753064798599
265,76.88266199649738
266,76.70753064798599
267,76.88266199649738
268,76.70753064798599
269,76.88266199649738
270,76.70753064798599
271,76.5323992994746
272,76.5323992994746
273,76.70753064798599
274,76.70753064798599
275,76.35726795096322
276,76.70753064798599
277,76.70753064798599
278,76.35726795096322
279,76.5323992994746
280,76.35726795096322
281,76.35726795096322
282,76.5323992994746
283,76.18213660245185
284,76.35726795096322
285,76.35726795096322
286,76.35726795096322
287,76.18213660245185
288,76.18213660245185
289,76.18213660245185
290,76.18213660245185
291,76.00700525394045
292,76.18213660245185
293,76.18213660245185
294,76.18213660245185
295,76.00700525394045
296,76.18213660245185
297,76.18213660245185
298,76.18213660245185
299,76.00700525394045
300,76.00700525394045
301,76.18213660245185
302,76.00700525394045
303,76.00700525394045
304,76.00700525394045
305,76.00700525394045
306,76.00700525394045
307,76.00700525394045
308,76.00700525394045
309,76.00700525394045
310,76.00700525394045
311,75.83187390542906
312,76.00700525394045
313,75.83187390542906
314,75.83187390542906
315,75.83187390542906
316,75.83187390542906
317,75.83187390542906
318,75.83187390542906
319,75.83187390542906
320,75.83187390542906
321,75.83187390542906
322,75.83187390542906
323,75.83187390542906
324,75.83187390542906
325,75.83187390542906
326,75.83187390542906
327,76.00700525394045
328,76.00700525394045
329,76.00700525394045
330,76.00700525394045
331,76.00700525394045
332,76.00700525394045
333,76.00700525394045
334,76.00700525394045
335,76.00700525394045
336,76.00700525394045
337,76.00700525394045
338,76.00700525394045
339,76.00700525394045
340,76.00700525394045
341,76.00700525394045
342,76.18213660245185
343,76.18213660245185
344,76.18213660245185
345,76.18213660245185
346,76.00700525394045
347,76.18213660245185
348,76.00700525394045
349,76.00700525394045
350,76.00700525394045
351,76.00700525394045
352,76.18213660245185
353,76.00700525394045
354,76.18213660245185
355,76.00700525394045
356,76.18213660245185
357,76.18213660245185
358,76.18213660245185
359,76.18213660245185
360,76.18213660245185
361,76.18213660245185
362,76.18213660245185
363,76.18213660245185
364,76.18213660245185
365,76.18213660245185
366,76.18213660245185
367,76.18213660245185
368,76.18213660245185
369,76.35726795096322
370,76.35726795096322
371,76.35726795096322
372,76.35726795096322
373,76.5323992994746
374,76.70753064798599
375,76.5323992994746
376,76.70753064798599
377,76.70753064798599
378,76.70753064798599
379,76.70753064798599
380,77.05779334500875
381,76.88266199649738
382,77.23292469352015
383,76.88266199649738
384,76.88266199649738
385,77.05779334500875
386,77.05779334500875
387,77.23292469352015
388,77.05779334500875
389,77.05779334500875
390,77.05779334500875
391,77.23292469352015
392,77.23292469352015
393,77.23292469352015
394,77.23292469352015
395,77.23292469352015
396,77.40805604203153
397,77.05779334500875
398,76.88266199649738
399,77.05779334500875
400,76.88266199649738
401,77.05779334500875
402,76.5323992994746
403,76.88266199649738
404,76.70753064798599
405,76.70753064798599
406,76.70753064798599
407,76.70753064798599
408,76.70753064798599
409,76.70753064798599
410,76.70753064798599
411,76.70753064798599
412,76.88266199649738
413,76.5323992994746
414,76.88266199649738
415,76.5323992994746
416,76.5323992994746
417,76.70753064798599
418,76.5323992994746
419,76.70753064798599
420,76.70753064798599
421,76.35726795096322
422,76.88266199649738
423,76.35726795096322
424,76.70753064798599
425,76.35726795096322
426,76.5323992994746
427,76.5323992994746
428,76.5323992994746
429,76.5323992994746
430,76.5323992994746
431,76.5323992994746
432,76.5323992994746
433,76.35726795096322
434,76.5323992994746
435,76.35726795096322
436,76.5323992994746
437,76.5323992994746
438,76.5323992994746
439,76.5323992994746
440,76.5323992994746
441,76.5323992994746
442,76.35726795096322
443,76.35726795096322
444,76.5323992994746
445,76.35726795096322
446,76.5323992994746
447,76.18213660245185
448,76.5323992994746
449,76.35726795096322
450,76.35726795096322
451,76.35726795096322
452,76.35726795096322
453,76.35726795096322
454,76.35726795096322
455,76.35726795096322
456,76.35726795096322
457,76.5323992994746
458,76.5323992994746
459,76.5323992994746
460,76.35726795096322
461,76.5323992994746
462,76.35726795096322
463,76.35726795096322
464,76.35726795096322
465,76.35726795096322
466,76.35726795096322
467,76.35726795096322
468,76.35726795096322
469,76.35726795096322
470,76.35726795096322
471,76.35726795096322
472,76.35726795096322
473,76.35726795096322
474,76.35726795096322
475,76.35726795096322
476,76.35726795096322
477,76.35726795096322
478,76.35726795096322
479,76.35726795096322
480,76.18213660245185
481,76.5323992994746
482,76.18213660245185
483,76.5323992994746
484,76.18213660245185
485,76.18213660245185
486,76.18213660245185
487,76.18213660245185
488,76.18213660245185
489,76.18213660245185
490,76.18213660245185
491,76.18213660245185
492,76.18213660245185
493,76.18213660245185
494,76.18213660245185
495,76.35726795096322
496,76.18213660245185
497,76.35726795096322
498,76.35726795096322
499,76.35726795096322
500,76.18213660245185
