Hidden weights
-1.5280452442808845
1.948299360519153
5.039096176833095
1.0635165612458217
-2.1195993111775184
2.7852442983036094
-2.4914726479630533
-0.475870601158185
-1.3009894707035463
-5.617581898269482
3.618015961776672
0.04741260104707141
0.431816469419323
-0.2599776735300051
-1.5622554605280747
-0.3254489467335734
2.3130365383141123
-3.146476799368597
-1.6055571648626852
-0.32146176852159386
Output weights
9.302898030890272
-0.6658293022892854
3.6957272937980967
-4.6846325191792815
